pivovar_id,distinct_kategorie,pocet_kategorii,ale_styly,ale_pocet_stylov,lager_styly,lager_pocet_stylov,wheat_styly,wheat_pocet_stylov,non_alco_styly,non_alco_pocet_stylov,sour_styly,sour_pocet_stylov,special_styly,special_pocet_stylov,dark_styly,dark_pocet_stylov,celkova_diverzita
420,"DARK, LAGER, SPECIAL",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
421,"ALE, LAGER, SPECIAL, WHEAT",4,ipa,1,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,bock,1,5
422,"LAGER, SPECIAL",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
423,"ALE, DARK, LAGER, NON-ALCO, SPECIAL, WHEAT",6,"belgian, ipa",2,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,bock,1,7
424,"ALE, LAGER, WHEAT",3,ipa,1,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,3
426,"ALE, DARK, LAGER, SOUR, SPECIAL, WHEAT",6,"amber, american pale ale, belgian, ipa, kolsch, saison",6,steam beer,1,oatmeal,1,NULL,0,NULL,0,NULL,0,"porter, stout",2,12
427,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale, ipa",3,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,stout,1,7
428,"ALE, DARK, LAGER, SPECIAL",4,"amber, american pale ale, ipa",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,6
429,ALE,1,american pale ale,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
430,"ALE, SOUR",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
431,"ALE, DARK, LAGER, SOUR, SPECIAL, WHEAT",6,"amber, american pale ale, belgian, ipa, saison",5,NULL,0,NULL,0,NULL,0,berliner weisse,1,NULL,0,"porter, stout",2,11
432,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
433,ALE,1,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
435,"ALE, DARK, LAGER, SPECIAL",4,"american pale ale, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,"porter, stout",2,6
436,"ALE, DARK, LAGER, NON-ALCO, SOUR, SPECIAL, WHEAT",7,"american pale ale, belgian, ipa",3,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,"bock, dunkel, porter, stout",4,12
437,"ALE, DARK, LAGER",3,"american pale ale, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,4
438,"ALE, DARK, LAGER, SOUR, SPECIAL, WHEAT",6,"american pale ale, belgian, english pale ale, ipa, saison",5,"marzen, pilsner",2,"hefeweizen, oatmeal",2,NULL,0,"berliner weisse, gose",2,barleywine,1,"bock, stout",2,14
439,ALE,1,"american pale ale, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
440,"ALE, DARK, LAGER, SOUR, SPECIAL, WHEAT",6,"amber, american pale ale, belgian, english pale ale, ipa, saison",6,NULL,0,NULL,0,NULL,0,gose,1,pumpkin,1,"bock, porter, stout",3,13
441,ALE,1,amber,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
442,"ALE, LAGER, SOUR",3,"belgian, saison",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
443,"ALE, DARK, LAGER",3,american pale ale,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,dunkel,1,3
445,"ALE, LAGER, SOUR, SPECIAL",4,"american pale ale, ipa",2,festbier,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,5
446,"ALE, DARK",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,porter,1,2
447,"DARK, LAGER, SPECIAL",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
448,"ALE, LAGER, SOUR, WHEAT",4,"amber, american pale ale, ipa",3,NULL,0,NULL,0,NULL,0,berliner weisse,1,NULL,0,NULL,0,6
449,"ALE, LAGER",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
450,"ALE, LAGER, SPECIAL",3,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
452,"ALE, DARK",2,"american pale ale, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,3
453,ALE,1,american pale ale,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
454,"ALE, LAGER, SPECIAL",3,"american pale ale, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
455,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale, belgian, ipa",4,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,"bock, dunkel, stout",3,10
456,"ALE, DARK, LAGER, NON-ALCO, SOUR, WHEAT",6,"amber, american pale ale, belgian, ipa",4,NULL,0,hefeweizen,1,NULL,0,berliner weisse,1,NULL,0,NULL,0,9
457,"ALE, DARK, LAGER, SOUR, SPECIAL, WHEAT",6,"american pale ale, ipa, saison",3,"helles, marzen",2,oatmeal,1,NULL,0,"berliner weisse, gose",2,barleywine,1,stout,1,10
458,"ALE, DARK, LAGER",3,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,porter,1,3
459,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"american pale ale, belgian, english pale ale, ipa",4,"dortmunder, marzen, pilsner",3,hefeweizen,1,NULL,0,NULL,0,NULL,0,bock,1,10
460,ALE,1,american pale ale,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
461,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale, ipa",3,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,7
462,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale, ipa",3,"marzen, pilsner",2,"grodziskie, hefeweizen",2,NULL,0,NULL,0,barleywine,1,"bock, dunkel, porter, stout",4,12
463,"ALE, DARK, WHEAT",3,"american pale ale, belgian, ipa, saison",4,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,"dunkel, porter",2,7
464,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
465,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale, english pale ale, ipa",4,marzen,1,hefeweizen,1,NULL,0,NULL,0,"bragawd, pumpkin",2,stout,1,9
466,"ALE, DARK",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,2
468,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"american pale ale, belgian, ipa, saison",4,NULL,0,NULL,0,NULL,0,NULL,0,barleywine,1,"bock, porter",2,9
469,ALE,1,american pale ale,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
470,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale, ipa",3,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,dunkel,1,7
471,"ALE, DARK, LAGER, SPECIAL",4,american pale ale,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,4
472,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"belgian, ipa",2,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,6
473,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
474,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"american pale ale, ipa",2,NULL,0,oatmeal,1,NULL,0,NULL,0,NULL,0,stout,1,6
475,"DARK, LAGER, SPECIAL",3,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
476,"ALE, DARK, LAGER, SOUR",4,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,bock,1,4
478,"ALE, LAGER, SPECIAL, WHEAT",4,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
479,"ALE, LAGER, WHEAT",3,NULL,0,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,3
480,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
481,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale, ipa",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,porter,1,7
482,"DARK, LAGER, NON-ALCO, SPECIAL, WHEAT",5,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,5
483,ALE,1,saison,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
484,"ALE, DARK, LAGER, SPECIAL",4,american pale ale,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,porter,1,4
485,ALE,1,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
486,"ALE, SOUR",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
487,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
489,"ALE, DARK, LAGER",3,"amber, american pale ale, ipa",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,5
490,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"american pale ale, ipa",2,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,dunkel,1,6
491,"ALE, DARK",2,american pale ale,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,2
492,"ALE, DARK, LAGER, NON-ALCO, SPECIAL, WHEAT",6,"belgian, english pale ale, ipa, saison",4,"marzen, pilsner",2,"grodziskie, hefeweizen",2,NULL,0,NULL,0,NULL,0,"bock, dunkel, porter",3,13
494,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"american pale ale, ipa",2,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,6
495,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale, ipa",3,marzen,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,"bock, stout",2,8
496,"ALE, DARK, LAGER, SOUR, WHEAT",5,"american pale ale, belgian, ipa, saison",4,NULL,0,NULL,0,NULL,0,gose,1,NULL,0,NULL,0,8
498,ALE,1,"belgian, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
499,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"belgian, english pale ale, ipa",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,porter,1,7
500,"DARK, LAGER, SPECIAL",3,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
501,"ALE, DARK, LAGER, SPECIAL",4,"amber, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,5
502,"ALE, DARK, SOUR",3,"american pale ale, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,4
503,"ALE, DARK, LAGER, SOUR, WHEAT",5,ipa,1,NULL,0,NULL,0,NULL,0,"berliner weisse, gose",2,NULL,0,stout,1,6
504,"DARK, LAGER",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
505,"ALE, DARK, LAGER, SOUR, SPECIAL, WHEAT",6,"amber, ipa",2,NULL,0,NULL,0,NULL,0,berliner weisse,1,NULL,0,"bock, stout",2,8
506,"ALE, DARK, LAGER, SPECIAL",4,"amber, american pale ale, ipa",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,"bock, stout",2,7
507,"ALE, DARK, LAGER, NON-ALCO, SOUR, SPECIAL, WHEAT",7,"american pale ale, belgian, ipa, saison",4,pilsner,1,oatmeal,1,NULL,0,"berliner weisse, gose",2,barleywine,1,"bock, porter, stout",3,13
508,ALE,1,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
509,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
510,"ALE, LAGER",2,american pale ale,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
511,"ALE, DARK, LAGER, NON-ALCO, SOUR, SPECIAL, WHEAT",7,ipa,1,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,"dunkel, stout",2,8
512,"ALE, DARK, LAGER, WHEAT",4,"amber, american pale ale, belgian, ipa",4,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,"dunkel, porter, stout",3,9
513,"ALE, DARK, LAGER, SOUR, WHEAT",5,"american pale ale, belgian, ipa",3,NULL,0,oatmeal,1,NULL,0,gose,1,NULL,0,"porter, stout",2,8
514,"DARK, LAGER, NON-ALCO, SPECIAL",4,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
515,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
516,ALE,1,steinbier,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
517,LAGER,1,NULL,0,helles,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
518,"ALE, DARK, LAGER",3,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,3
519,"ALE, DARK, LAGER, SPECIAL",4,"american pale ale, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,5
520,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale, ipa",3,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,"dunkel, stout",2,8
521,"LAGER, SPECIAL",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
522,"DARK, LAGER",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
523,"ALE, DARK, LAGER",3,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
524,"ALE, DARK, LAGER, SOUR, SPECIAL, WHEAT",6,"altbier, amber, american pale ale, belgian, english pale ale, ipa, kolsch",7,NULL,0,"hefeweizen, oatmeal, roggenbier",3,NULL,0,"berliner weisse, gose",2,pumpkin,1,"bock, stout",2,16
525,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"altbier, amber, american pale ale, belgian, ipa",5,"kellerbier, pilsner",2,"hefeweizen, oatmeal, roggenbier",3,NULL,0,NULL,0,NULL,0,"bock, dunkel, stout",3,14
526,"ALE, DARK, LAGER",3,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
527,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"altbier, american pale ale, belgian, english pale ale, ipa, kolsch",6,"marzen, steam beer",2,hefeweizen,1,NULL,0,NULL,0,barleywine,1,"bock, dunkel, porter, stout",4,14
528,"DARK, LAGER, SPECIAL",3,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
529,"DARK, LAGER, SPECIAL",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
530,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,ipa,1,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,"porter, stout",2,6
531,"DARK, LAGER, SPECIAL",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
532,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale, belgian, ipa",4,marzen,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,"bock, dunkel, porter, stout",4,11
533,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,ipa,1,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,porter,1,5
534,"DARK, LAGER, SPECIAL",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
535,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"american pale ale, ipa",2,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,stout,1,6
536,"ALE, DARK, LAGER, WHEAT",4,NULL,0,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,"bock, stout",2,5
537,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
538,ALE,1,"american pale ale, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
539,"ALE, LAGER, WHEAT",3,ipa,1,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,3
540,"ALE, DARK, LAGER, SOUR",4,"american pale ale, ipa, saison",3,schwarzbier,1,NULL,0,NULL,0,gose,1,NULL,0,stout,1,6
541,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
542,"ALE, DARK, LAGER",3,"amber, american pale ale",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,4
543,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
544,"ALE, DARK, LAGER, SOUR, SPECIAL, WHEAT",6,"american pale ale, ipa",2,NULL,0,hefeweizen,1,NULL,0,berliner weisse,1,barleywine,1,"bock, stout",2,8
545,"ALE, DARK, LAGER, SOUR, SPECIAL, WHEAT",6,"amber, american pale ale, belgian, english pale ale, ipa, saison",6,"festbier, marzen, pilsner",3,"hefeweizen, oatmeal, roggenbier",3,NULL,0,gose,1,"barleywine, pumpkin",2,"bock, stout",2,17
546,ALE,1,"american pale ale, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
547,"DARK, LAGER, NON-ALCO, SPECIAL",4,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
549,"DARK, LAGER, SPECIAL",3,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
550,"ALE, DARK",2,"american pale ale, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
552,"ALE, DARK, LAGER, SPECIAL",4,"amber, american pale ale",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,5
553,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
554,"ALE, DARK, LAGER, SOUR, SPECIAL, WHEAT",6,"american pale ale, ipa",2,NULL,0,oatmeal,1,NULL,0,NULL,0,NULL,0,"porter, stout",2,8
555,"ALE, LAGER, SPECIAL, WHEAT",4,NULL,0,helles,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,4
556,ALE,1,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
558,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
559,"ALE, DARK, LAGER",3,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
560,"DARK, LAGER, NON-ALCO, SPECIAL",4,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
561,"ALE, DARK, LAGER, SPECIAL",4,"american pale ale, english pale ale, ipa",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,bock,1,6
562,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale, belgian, english pale ale, ipa",5,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,"porter, stout",2,10
563,"ALE, DARK, LAGER, NON-ALCO, SPECIAL, WHEAT",6,NULL,0,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,dunkel,1,6
565,"DARK, LAGER, SPECIAL",3,NULL,0,festbier,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
566,"ALE, DARK, LAGER, NON-ALCO, SPECIAL",5,"american pale ale, ipa",2,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,6
567,"ALE, SOUR",2,"amber, american pale ale, ipa",3,NULL,0,NULL,0,NULL,0,gose,1,NULL,0,NULL,0,4
568,"ALE, LAGER",2,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
569,"ALE, LAGER, NON-ALCO",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
571,"ALE, LAGER, WHEAT",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
572,"DARK, LAGER",2,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,bock,1,2
574,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
575,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"american pale ale, ipa, saison",3,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,porter,1,7
576,"ALE, DARK, LAGER, NON-ALCO, SPECIAL, WHEAT",6,NULL,0,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,6
577,"ALE, DARK, WHEAT",3,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,3
